"","proportion","turtle.grouping","value","type","prior.type","SD","iter"
"3161",0.95,"G1",14.201,"bayes.est","uninformative",7,10
"3162",0.95,"G2",8.901,"bayes.est","uninformative",7,10
"3163",0.95,"G3",9.901,"bayes.est","uninformative",7,10
"3164",0.95,"G4",6.301,"bayes.est","uninformative",7,10
"3165",0.75,"G1",23.501,"bayes.est","uninformative",7,10
"3166",0.75,"G2",18.301,"bayes.est","uninformative",7,10
"3167",0.75,"G3",20.401,"bayes.est","uninformative",7,10
"3168",0.75,"G4",10.901,"bayes.est","uninformative",7,10
"3169",0.5,"G1",28.701,"bayes.est","uninformative",7,10
"3170",0.5,"G2",25.901,"bayes.est","uninformative",7,10
"3171",0.5,"G3",28.101,"bayes.est","uninformative",7,10
"3172",0.5,"G4",16.001,"bayes.est","uninformative",7,10
"3173",0.25,"G1",32.901,"bayes.est","uninformative",7,10
"3174",0.25,"G2",32.601,"bayes.est","uninformative",7,10
"3175",0.25,"G3",34.701,"bayes.est","uninformative",7,10
"3176",0.25,"G4",21.301,"bayes.est","uninformative",7,10
"3177",0.05,"G1",37.601,"bayes.est","uninformative",7,10
"3178",0.05,"G2",40.601,"bayes.est","uninformative",7,10
"3179",0.05,"G3",42.301,"bayes.est","uninformative",7,10
"3180",0.05,"G4",28.201,"bayes.est","uninformative",7,10
"3181",0.95,"G1",14.001,"bayes.est","uninformative",8,1
"3182",0.95,"G2",8.801,"bayes.est","uninformative",8,1
"3183",0.95,"G3",9.901,"bayes.est","uninformative",8,1
"3184",0.95,"G4",6.301,"bayes.est","uninformative",8,1
"3185",0.75,"G1",23.401,"bayes.est","uninformative",8,1
"3186",0.75,"G2",18.301,"bayes.est","uninformative",8,1
"3187",0.75,"G3",20.301,"bayes.est","uninformative",8,1
"3188",0.75,"G4",10.901,"bayes.est","uninformative",8,1
"3189",0.5,"G1",28.701,"bayes.est","uninformative",8,1
"3190",0.5,"G2",25.801,"bayes.est","uninformative",8,1
"3191",0.5,"G3",28.001,"bayes.est","uninformative",8,1
"3192",0.5,"G4",16.001,"bayes.est","uninformative",8,1
"3193",0.25,"G1",32.901,"bayes.est","uninformative",8,1
"3194",0.25,"G2",32.601,"bayes.est","uninformative",8,1
"3195",0.25,"G3",34.601,"bayes.est","uninformative",8,1
"3196",0.25,"G4",21.301,"bayes.est","uninformative",8,1
"3197",0.05,"G1",37.601,"bayes.est","uninformative",8,1
"3198",0.05,"G2",40.501,"bayes.est","uninformative",8,1
"3199",0.05,"G3",42.301,"bayes.est","uninformative",8,1
"3200",0.05,"G4",28.201,"bayes.est","uninformative",8,1
"3201",0.95,"G1",14.001,"bayes.est","uninformative",8,2
"3202",0.95,"G2",8.801,"bayes.est","uninformative",8,2
"3203",0.95,"G3",9.801,"bayes.est","uninformative",8,2
"3204",0.95,"G4",6.301,"bayes.est","uninformative",8,2
"3205",0.75,"G1",23.401,"bayes.est","uninformative",8,2
"3206",0.75,"G2",18.201,"bayes.est","uninformative",8,2
"3207",0.75,"G3",20.201,"bayes.est","uninformative",8,2
"3208",0.75,"G4",10.901,"bayes.est","uninformative",8,2
"3209",0.5,"G1",28.701,"bayes.est","uninformative",8,2
"3210",0.5,"G2",25.801,"bayes.est","uninformative",8,2
"3211",0.5,"G3",27.901,"bayes.est","uninformative",8,2
"3212",0.5,"G4",15.901,"bayes.est","uninformative",8,2
"3213",0.25,"G1",32.901,"bayes.est","uninformative",8,2
"3214",0.25,"G2",32.601,"bayes.est","uninformative",8,2
"3215",0.25,"G3",34.601,"bayes.est","uninformative",8,2
"3216",0.25,"G4",21.301,"bayes.est","uninformative",8,2
"3217",0.05,"G1",37.701,"bayes.est","uninformative",8,2
"3218",0.05,"G2",40.601,"bayes.est","uninformative",8,2
"3219",0.05,"G3",42.301,"bayes.est","uninformative",8,2
"3220",0.05,"G4",28.201,"bayes.est","uninformative",8,2
"3221",0.95,"G1",14.101,"bayes.est","uninformative",8,3
"3222",0.95,"G2",8.801,"bayes.est","uninformative",8,3
"3223",0.95,"G3",9.801,"bayes.est","uninformative",8,3
"3224",0.95,"G4",6.301,"bayes.est","uninformative",8,3
"3225",0.75,"G1",23.401,"bayes.est","uninformative",8,3
"3226",0.75,"G2",18.201,"bayes.est","uninformative",8,3
"3227",0.75,"G3",20.301,"bayes.est","uninformative",8,3
"3228",0.75,"G4",10.901,"bayes.est","uninformative",8,3
"3229",0.5,"G1",28.701,"bayes.est","uninformative",8,3
"3230",0.5,"G2",25.801,"bayes.est","uninformative",8,3
"3231",0.5,"G3",28.001,"bayes.est","uninformative",8,3
"3232",0.5,"G4",16.001,"bayes.est","uninformative",8,3
"3233",0.25,"G1",32.901,"bayes.est","uninformative",8,3
"3234",0.25,"G2",32.601,"bayes.est","uninformative",8,3
"3235",0.25,"G3",34.601,"bayes.est","uninformative",8,3
"3236",0.25,"G4",21.301,"bayes.est","uninformative",8,3
"3237",0.05,"G1",37.601,"bayes.est","uninformative",8,3
"3238",0.05,"G2",40.501,"bayes.est","uninformative",8,3
"3239",0.05,"G3",42.301,"bayes.est","uninformative",8,3
"3240",0.05,"G4",28.201,"bayes.est","uninformative",8,3
"3241",0.95,"G1",14.101,"bayes.est","uninformative",8,4
"3242",0.95,"G2",8.801,"bayes.est","uninformative",8,4
"3243",0.95,"G3",9.801,"bayes.est","uninformative",8,4
"3244",0.95,"G4",6.301,"bayes.est","uninformative",8,4
"3245",0.75,"G1",23.501,"bayes.est","uninformative",8,4
"3246",0.75,"G2",18.301,"bayes.est","uninformative",8,4
"3247",0.75,"G3",20.201,"bayes.est","uninformative",8,4
"3248",0.75,"G4",10.901,"bayes.est","uninformative",8,4
"3249",0.5,"G1",28.701,"bayes.est","uninformative",8,4
"3250",0.5,"G2",25.801,"bayes.est","uninformative",8,4
"3251",0.5,"G3",27.901,"bayes.est","uninformative",8,4
"3252",0.5,"G4",16.001,"bayes.est","uninformative",8,4
"3253",0.25,"G1",32.901,"bayes.est","uninformative",8,4
"3254",0.25,"G2",32.601,"bayes.est","uninformative",8,4
"3255",0.25,"G3",34.601,"bayes.est","uninformative",8,4
"3256",0.25,"G4",21.301,"bayes.est","uninformative",8,4
"3257",0.05,"G1",37.601,"bayes.est","uninformative",8,4
"3258",0.05,"G2",40.601,"bayes.est","uninformative",8,4
"3259",0.05,"G3",42.301,"bayes.est","uninformative",8,4
"3260",0.05,"G4",28.201,"bayes.est","uninformative",8,4
"3261",0.95,"G1",14.101,"bayes.est","uninformative",8,5
"3262",0.95,"G2",8.801,"bayes.est","uninformative",8,5
"3263",0.95,"G3",9.901,"bayes.est","uninformative",8,5
"3264",0.95,"G4",6.301,"bayes.est","uninformative",8,5
"3265",0.75,"G1",23.501,"bayes.est","uninformative",8,5
"3266",0.75,"G2",18.301,"bayes.est","uninformative",8,5
"3267",0.75,"G3",20.301,"bayes.est","uninformative",8,5
"3268",0.75,"G4",10.901,"bayes.est","uninformative",8,5
"3269",0.5,"G1",28.701,"bayes.est","uninformative",8,5
"3270",0.5,"G2",25.901,"bayes.est","uninformative",8,5
"3271",0.5,"G3",28.001,"bayes.est","uninformative",8,5
"3272",0.5,"G4",16.001,"bayes.est","uninformative",8,5
"3273",0.25,"G1",32.901,"bayes.est","uninformative",8,5
"3274",0.25,"G2",32.601,"bayes.est","uninformative",8,5
"3275",0.25,"G3",34.601,"bayes.est","uninformative",8,5
"3276",0.25,"G4",21.301,"bayes.est","uninformative",8,5
"3277",0.05,"G1",37.601,"bayes.est","uninformative",8,5
"3278",0.05,"G2",40.601,"bayes.est","uninformative",8,5
"3279",0.05,"G3",42.301,"bayes.est","uninformative",8,5
"3280",0.05,"G4",28.201,"bayes.est","uninformative",8,5
"3281",0.95,"G1",14.101,"bayes.est","uninformative",8,6
"3282",0.95,"G2",8.801,"bayes.est","uninformative",8,6
"3283",0.95,"G3",9.901,"bayes.est","uninformative",8,6
"3284",0.95,"G4",6.301,"bayes.est","uninformative",8,6
"3285",0.75,"G1",23.401,"bayes.est","uninformative",8,6
"3286",0.75,"G2",18.301,"bayes.est","uninformative",8,6
"3287",0.75,"G3",20.301,"bayes.est","uninformative",8,6
"3288",0.75,"G4",10.901,"bayes.est","uninformative",8,6
"3289",0.5,"G1",28.701,"bayes.est","uninformative",8,6
"3290",0.5,"G2",25.801,"bayes.est","uninformative",8,6
"3291",0.5,"G3",28.001,"bayes.est","uninformative",8,6
"3292",0.5,"G4",16.001,"bayes.est","uninformative",8,6
"3293",0.25,"G1",32.901,"bayes.est","uninformative",8,6
"3294",0.25,"G2",32.601,"bayes.est","uninformative",8,6
"3295",0.25,"G3",34.601,"bayes.est","uninformative",8,6
"3296",0.25,"G4",21.301,"bayes.est","uninformative",8,6
"3297",0.05,"G1",37.601,"bayes.est","uninformative",8,6
"3298",0.05,"G2",40.501,"bayes.est","uninformative",8,6
"3299",0.05,"G3",42.301,"bayes.est","uninformative",8,6
"3300",0.05,"G4",28.201,"bayes.est","uninformative",8,6
"3301",0.95,"G1",14.001,"bayes.est","uninformative",8,7
"3302",0.95,"G2",8.801,"bayes.est","uninformative",8,7
"3303",0.95,"G3",9.801,"bayes.est","uninformative",8,7
"3304",0.95,"G4",6.301,"bayes.est","uninformative",8,7
"3305",0.75,"G1",23.401,"bayes.est","uninformative",8,7
"3306",0.75,"G2",18.201,"bayes.est","uninformative",8,7
"3307",0.75,"G3",20.201,"bayes.est","uninformative",8,7
"3308",0.75,"G4",10.901,"bayes.est","uninformative",8,7
"3309",0.5,"G1",28.701,"bayes.est","uninformative",8,7
"3310",0.5,"G2",25.801,"bayes.est","uninformative",8,7
"3311",0.5,"G3",27.901,"bayes.est","uninformative",8,7
"3312",0.5,"G4",16.001,"bayes.est","uninformative",8,7
"3313",0.25,"G1",32.901,"bayes.est","uninformative",8,7
"3314",0.25,"G2",32.601,"bayes.est","uninformative",8,7
"3315",0.25,"G3",34.601,"bayes.est","uninformative",8,7
"3316",0.25,"G4",21.301,"bayes.est","uninformative",8,7
"3317",0.05,"G1",37.601,"bayes.est","uninformative",8,7
"3318",0.05,"G2",40.501,"bayes.est","uninformative",8,7
"3319",0.05,"G3",42.301,"bayes.est","uninformative",8,7
"3320",0.05,"G4",28.201,"bayes.est","uninformative",8,7
"3321",0.95,"G1",14.201,"bayes.est","uninformative",8,8
"3322",0.95,"G2",8.901,"bayes.est","uninformative",8,8
"3323",0.95,"G3",9.901,"bayes.est","uninformative",8,8
"3324",0.95,"G4",6.301,"bayes.est","uninformative",8,8
"3325",0.75,"G1",23.501,"bayes.est","uninformative",8,8
"3326",0.75,"G2",18.301,"bayes.est","uninformative",8,8
"3327",0.75,"G3",20.401,"bayes.est","uninformative",8,8
"3328",0.75,"G4",10.901,"bayes.est","uninformative",8,8
"3329",0.5,"G1",28.701,"bayes.est","uninformative",8,8
"3330",0.5,"G2",25.901,"bayes.est","uninformative",8,8
"3331",0.5,"G3",28.101,"bayes.est","uninformative",8,8
"3332",0.5,"G4",16.001,"bayes.est","uninformative",8,8
"3333",0.25,"G1",32.901,"bayes.est","uninformative",8,8
"3334",0.25,"G2",32.601,"bayes.est","uninformative",8,8
"3335",0.25,"G3",34.701,"bayes.est","uninformative",8,8
"3336",0.25,"G4",21.301,"bayes.est","uninformative",8,8
"3337",0.05,"G1",37.601,"bayes.est","uninformative",8,8
"3338",0.05,"G2",40.501,"bayes.est","uninformative",8,8
"3339",0.05,"G3",42.301,"bayes.est","uninformative",8,8
"3340",0.05,"G4",28.201,"bayes.est","uninformative",8,8
"3341",0.95,"G1",14.001,"bayes.est","uninformative",8,9
"3342",0.95,"G2",8.801,"bayes.est","uninformative",8,9
"3343",0.95,"G3",9.801,"bayes.est","uninformative",8,9
"3344",0.95,"G4",6.301,"bayes.est","uninformative",8,9
"3345",0.75,"G1",23.401,"bayes.est","uninformative",8,9
"3346",0.75,"G2",18.301,"bayes.est","uninformative",8,9
"3347",0.75,"G3",20.201,"bayes.est","uninformative",8,9
"3348",0.75,"G4",10.901,"bayes.est","uninformative",8,9
"3349",0.5,"G1",28.701,"bayes.est","uninformative",8,9
"3350",0.5,"G2",25.801,"bayes.est","uninformative",8,9
"3351",0.5,"G3",27.901,"bayes.est","uninformative",8,9
"3352",0.5,"G4",16.001,"bayes.est","uninformative",8,9
"3353",0.25,"G1",32.901,"bayes.est","uninformative",8,9
"3354",0.25,"G2",32.601,"bayes.est","uninformative",8,9
"3355",0.25,"G3",34.601,"bayes.est","uninformative",8,9
"3356",0.25,"G4",21.301,"bayes.est","uninformative",8,9
"3357",0.05,"G1",37.601,"bayes.est","uninformative",8,9
"3358",0.05,"G2",40.601,"bayes.est","uninformative",8,9
"3359",0.05,"G3",42.301,"bayes.est","uninformative",8,9
"3360",0.05,"G4",28.201,"bayes.est","uninformative",8,9
"3361",0.95,"G1",14.101,"bayes.est","uninformative",8,10
"3362",0.95,"G2",8.801,"bayes.est","uninformative",8,10
"3363",0.95,"G3",9.801,"bayes.est","uninformative",8,10
"3364",0.95,"G4",6.301,"bayes.est","uninformative",8,10
"3365",0.75,"G1",23.501,"bayes.est","uninformative",8,10
"3366",0.75,"G2",18.301,"bayes.est","uninformative",8,10
"3367",0.75,"G3",20.301,"bayes.est","uninformative",8,10
"3368",0.75,"G4",10.901,"bayes.est","uninformative",8,10
"3369",0.5,"G1",28.701,"bayes.est","uninformative",8,10
"3370",0.5,"G2",25.801,"bayes.est","uninformative",8,10
"3371",0.5,"G3",28.001,"bayes.est","uninformative",8,10
"3372",0.5,"G4",16.001,"bayes.est","uninformative",8,10
"3373",0.25,"G1",32.901,"bayes.est","uninformative",8,10
"3374",0.25,"G2",32.601,"bayes.est","uninformative",8,10
"3375",0.25,"G3",34.601,"bayes.est","uninformative",8,10
"3376",0.25,"G4",21.301,"bayes.est","uninformative",8,10
"3377",0.05,"G1",37.601,"bayes.est","uninformative",8,10
"3378",0.05,"G2",40.601,"bayes.est","uninformative",8,10
"3379",0.05,"G3",42.301,"bayes.est","uninformative",8,10
"3380",0.05,"G4",28.201,"bayes.est","uninformative",8,10
"3381",0.95,"G1",14.101,"bayes.est","uninformative",9,1
"3382",0.95,"G2",8.801,"bayes.est","uninformative",9,1
"3383",0.95,"G3",9.801,"bayes.est","uninformative",9,1
"3384",0.95,"G4",6.301,"bayes.est","uninformative",9,1
"3385",0.75,"G1",23.501,"bayes.est","uninformative",9,1
"3386",0.75,"G2",18.301,"bayes.est","uninformative",9,1
"3387",0.75,"G3",20.201,"bayes.est","uninformative",9,1
"3388",0.75,"G4",10.901,"bayes.est","uninformative",9,1
"3389",0.5,"G1",28.701,"bayes.est","uninformative",9,1
"3390",0.5,"G2",25.801,"bayes.est","uninformative",9,1
"3391",0.5,"G3",27.901,"bayes.est","uninformative",9,1
"3392",0.5,"G4",15.901,"bayes.est","uninformative",9,1
"3393",0.25,"G1",32.901,"bayes.est","uninformative",9,1
"3394",0.25,"G2",32.601,"bayes.est","uninformative",9,1
"3395",0.25,"G3",34.601,"bayes.est","uninformative",9,1
"3396",0.25,"G4",21.301,"bayes.est","uninformative",9,1
"3397",0.05,"G1",37.601,"bayes.est","uninformative",9,1
"3398",0.05,"G2",40.601,"bayes.est","uninformative",9,1
"3399",0.05,"G3",42.301,"bayes.est","uninformative",9,1
"3400",0.05,"G4",28.201,"bayes.est","uninformative",9,1
"3401",0.95,"G1",14.101,"bayes.est","uninformative",9,2
"3402",0.95,"G2",8.801,"bayes.est","uninformative",9,2
"3403",0.95,"G3",9.901,"bayes.est","uninformative",9,2
"3404",0.95,"G4",6.301,"bayes.est","uninformative",9,2
"3405",0.75,"G1",23.501,"bayes.est","uninformative",9,2
"3406",0.75,"G2",18.301,"bayes.est","uninformative",9,2
"3407",0.75,"G3",20.301,"bayes.est","uninformative",9,2
"3408",0.75,"G4",10.901,"bayes.est","uninformative",9,2
"3409",0.5,"G1",28.701,"bayes.est","uninformative",9,2
"3410",0.5,"G2",25.801,"bayes.est","uninformative",9,2
"3411",0.5,"G3",28.001,"bayes.est","uninformative",9,2
"3412",0.5,"G4",16.001,"bayes.est","uninformative",9,2
"3413",0.25,"G1",32.901,"bayes.est","uninformative",9,2
"3414",0.25,"G2",32.601,"bayes.est","uninformative",9,2
"3415",0.25,"G3",34.601,"bayes.est","uninformative",9,2
"3416",0.25,"G4",21.301,"bayes.est","uninformative",9,2
"3417",0.05,"G1",37.601,"bayes.est","uninformative",9,2
"3418",0.05,"G2",40.601,"bayes.est","uninformative",9,2
"3419",0.05,"G3",42.301,"bayes.est","uninformative",9,2
"3420",0.05,"G4",28.201,"bayes.est","uninformative",9,2
"3421",0.95,"G1",14.101,"bayes.est","uninformative",9,3
"3422",0.95,"G2",8.801,"bayes.est","uninformative",9,3
"3423",0.95,"G3",9.901,"bayes.est","uninformative",9,3
"3424",0.95,"G4",6.301,"bayes.est","uninformative",9,3
"3425",0.75,"G1",23.501,"bayes.est","uninformative",9,3
"3426",0.75,"G2",18.301,"bayes.est","uninformative",9,3
"3427",0.75,"G3",20.301,"bayes.est","uninformative",9,3
"3428",0.75,"G4",10.901,"bayes.est","uninformative",9,3
"3429",0.5,"G1",28.701,"bayes.est","uninformative",9,3
"3430",0.5,"G2",25.901,"bayes.est","uninformative",9,3
"3431",0.5,"G3",28.001,"bayes.est","uninformative",9,3
"3432",0.5,"G4",16.001,"bayes.est","uninformative",9,3
"3433",0.25,"G1",32.901,"bayes.est","uninformative",9,3
"3434",0.25,"G2",32.601,"bayes.est","uninformative",9,3
"3435",0.25,"G3",34.601,"bayes.est","uninformative",9,3
"3436",0.25,"G4",21.301,"bayes.est","uninformative",9,3
"3437",0.05,"G1",37.601,"bayes.est","uninformative",9,3
"3438",0.05,"G2",40.601,"bayes.est","uninformative",9,3
"3439",0.05,"G3",42.301,"bayes.est","uninformative",9,3
"3440",0.05,"G4",28.201,"bayes.est","uninformative",9,3
"3441",0.95,"G1",14.101,"bayes.est","uninformative",9,4
"3442",0.95,"G2",8.801,"bayes.est","uninformative",9,4
"3443",0.95,"G3",9.801,"bayes.est","uninformative",9,4
"3444",0.95,"G4",6.301,"bayes.est","uninformative",9,4
"3445",0.75,"G1",23.501,"bayes.est","uninformative",9,4
"3446",0.75,"G2",18.301,"bayes.est","uninformative",9,4
"3447",0.75,"G3",20.201,"bayes.est","uninformative",9,4
"3448",0.75,"G4",10.901,"bayes.est","uninformative",9,4
"3449",0.5,"G1",28.701,"bayes.est","uninformative",9,4
"3450",0.5,"G2",25.801,"bayes.est","uninformative",9,4
"3451",0.5,"G3",28.001,"bayes.est","uninformative",9,4
"3452",0.5,"G4",15.901,"bayes.est","uninformative",9,4
"3453",0.25,"G1",32.901,"bayes.est","uninformative",9,4
"3454",0.25,"G2",32.601,"bayes.est","uninformative",9,4
"3455",0.25,"G3",34.601,"bayes.est","uninformative",9,4
"3456",0.25,"G4",21.301,"bayes.est","uninformative",9,4
"3457",0.05,"G1",37.701,"bayes.est","uninformative",9,4
"3458",0.05,"G2",40.601,"bayes.est","uninformative",9,4
"3459",0.05,"G3",42.301,"bayes.est","uninformative",9,4
"3460",0.05,"G4",28.201,"bayes.est","uninformative",9,4
"3461",0.95,"G1",14.101,"bayes.est","uninformative",9,5
"3462",0.95,"G2",8.801,"bayes.est","uninformative",9,5
"3463",0.95,"G3",9.801,"bayes.est","uninformative",9,5
"3464",0.95,"G4",6.301,"bayes.est","uninformative",9,5
"3465",0.75,"G1",23.501,"bayes.est","uninformative",9,5
"3466",0.75,"G2",18.301,"bayes.est","uninformative",9,5
"3467",0.75,"G3",20.301,"bayes.est","uninformative",9,5
"3468",0.75,"G4",10.901,"bayes.est","uninformative",9,5
"3469",0.5,"G1",28.701,"bayes.est","uninformative",9,5
"3470",0.5,"G2",25.901,"bayes.est","uninformative",9,5
"3471",0.5,"G3",28.001,"bayes.est","uninformative",9,5
"3472",0.5,"G4",16.001,"bayes.est","uninformative",9,5
"3473",0.25,"G1",32.901,"bayes.est","uninformative",9,5
"3474",0.25,"G2",32.601,"bayes.est","uninformative",9,5
"3475",0.25,"G3",34.601,"bayes.est","uninformative",9,5
"3476",0.25,"G4",21.301,"bayes.est","uninformative",9,5
"3477",0.05,"G1",37.701,"bayes.est","uninformative",9,5
"3478",0.05,"G2",40.601,"bayes.est","uninformative",9,5
"3479",0.05,"G3",42.301,"bayes.est","uninformative",9,5
"3480",0.05,"G4",28.201,"bayes.est","uninformative",9,5
"3481",0.95,"G1",14.001,"bayes.est","uninformative",9,6
"3482",0.95,"G2",8.801,"bayes.est","uninformative",9,6
"3483",0.95,"G3",9.801,"bayes.est","uninformative",9,6
"3484",0.95,"G4",6.301,"bayes.est","uninformative",9,6
"3485",0.75,"G1",23.401,"bayes.est","uninformative",9,6
"3486",0.75,"G2",18.301,"bayes.est","uninformative",9,6
"3487",0.75,"G3",20.201,"bayes.est","uninformative",9,6
"3488",0.75,"G4",10.901,"bayes.est","uninformative",9,6
"3489",0.5,"G1",28.701,"bayes.est","uninformative",9,6
"3490",0.5,"G2",25.801,"bayes.est","uninformative",9,6
"3491",0.5,"G3",27.901,"bayes.est","uninformative",9,6
"3492",0.5,"G4",15.901,"bayes.est","uninformative",9,6
"3493",0.25,"G1",32.901,"bayes.est","uninformative",9,6
"3494",0.25,"G2",32.601,"bayes.est","uninformative",9,6
"3495",0.25,"G3",34.601,"bayes.est","uninformative",9,6
"3496",0.25,"G4",21.301,"bayes.est","uninformative",9,6
"3497",0.05,"G1",37.701,"bayes.est","uninformative",9,6
"3498",0.05,"G2",40.601,"bayes.est","uninformative",9,6
"3499",0.05,"G3",42.301,"bayes.est","uninformative",9,6
"3500",0.05,"G4",28.201,"bayes.est","uninformative",9,6
"3501",0.95,"G1",14.101,"bayes.est","uninformative",9,7
"3502",0.95,"G2",8.801,"bayes.est","uninformative",9,7
"3503",0.95,"G3",9.901,"bayes.est","uninformative",9,7
"3504",0.95,"G4",6.301,"bayes.est","uninformative",9,7
"3505",0.75,"G1",23.501,"bayes.est","uninformative",9,7
"3506",0.75,"G2",18.301,"bayes.est","uninformative",9,7
"3507",0.75,"G3",20.301,"bayes.est","uninformative",9,7
"3508",0.75,"G4",10.901,"bayes.est","uninformative",9,7
"3509",0.5,"G1",28.701,"bayes.est","uninformative",9,7
"3510",0.5,"G2",25.901,"bayes.est","uninformative",9,7
"3511",0.5,"G3",28.001,"bayes.est","uninformative",9,7
"3512",0.5,"G4",16.001,"bayes.est","uninformative",9,7
"3513",0.25,"G1",32.901,"bayes.est","uninformative",9,7
"3514",0.25,"G2",32.601,"bayes.est","uninformative",9,7
"3515",0.25,"G3",34.601,"bayes.est","uninformative",9,7
"3516",0.25,"G4",21.301,"bayes.est","uninformative",9,7
"3517",0.05,"G1",37.601,"bayes.est","uninformative",9,7
"3518",0.05,"G2",40.601,"bayes.est","uninformative",9,7
"3519",0.05,"G3",42.301,"bayes.est","uninformative",9,7
"3520",0.05,"G4",28.201,"bayes.est","uninformative",9,7
"3521",0.95,"G1",14.101,"bayes.est","uninformative",9,8
"3522",0.95,"G2",8.801,"bayes.est","uninformative",9,8
"3523",0.95,"G3",9.801,"bayes.est","uninformative",9,8
"3524",0.95,"G4",6.301,"bayes.est","uninformative",9,8
"3525",0.75,"G1",23.501,"bayes.est","uninformative",9,8
"3526",0.75,"G2",18.301,"bayes.est","uninformative",9,8
"3527",0.75,"G3",20.301,"bayes.est","uninformative",9,8
"3528",0.75,"G4",10.901,"bayes.est","uninformative",9,8
"3529",0.5,"G1",28.701,"bayes.est","uninformative",9,8
"3530",0.5,"G2",25.801,"bayes.est","uninformative",9,8
"3531",0.5,"G3",28.001,"bayes.est","uninformative",9,8
"3532",0.5,"G4",15.901,"bayes.est","uninformative",9,8
"3533",0.25,"G1",32.901,"bayes.est","uninformative",9,8
"3534",0.25,"G2",32.601,"bayes.est","uninformative",9,8
"3535",0.25,"G3",34.601,"bayes.est","uninformative",9,8
"3536",0.25,"G4",21.301,"bayes.est","uninformative",9,8
"3537",0.05,"G1",37.601,"bayes.est","uninformative",9,8
"3538",0.05,"G2",40.601,"bayes.est","uninformative",9,8
"3539",0.05,"G3",42.301,"bayes.est","uninformative",9,8
"3540",0.05,"G4",28.201,"bayes.est","uninformative",9,8
"3541",0.95,"G1",14.101,"bayes.est","uninformative",9,9
"3542",0.95,"G2",8.801,"bayes.est","uninformative",9,9
"3543",0.95,"G3",9.901,"bayes.est","uninformative",9,9
"3544",0.95,"G4",6.301,"bayes.est","uninformative",9,9
"3545",0.75,"G1",23.501,"bayes.est","uninformative",9,9
"3546",0.75,"G2",18.301,"bayes.est","uninformative",9,9
"3547",0.75,"G3",20.301,"bayes.est","uninformative",9,9
"3548",0.75,"G4",10.901,"bayes.est","uninformative",9,9
"3549",0.5,"G1",28.701,"bayes.est","uninformative",9,9
"3550",0.5,"G2",25.901,"bayes.est","uninformative",9,9
"3551",0.5,"G3",28.001,"bayes.est","uninformative",9,9
"3552",0.5,"G4",16.001,"bayes.est","uninformative",9,9
"3553",0.25,"G1",32.901,"bayes.est","uninformative",9,9
"3554",0.25,"G2",32.601,"bayes.est","uninformative",9,9
"3555",0.25,"G3",34.601,"bayes.est","uninformative",9,9
"3556",0.25,"G4",21.301,"bayes.est","uninformative",9,9
"3557",0.05,"G1",37.601,"bayes.est","uninformative",9,9
"3558",0.05,"G2",40.601,"bayes.est","uninformative",9,9
"3559",0.05,"G3",42.301,"bayes.est","uninformative",9,9
"3560",0.05,"G4",28.201,"bayes.est","uninformative",9,9
"3561",0.95,"G1",14.101,"bayes.est","uninformative",9,10
"3562",0.95,"G2",8.801,"bayes.est","uninformative",9,10
"3563",0.95,"G3",9.801,"bayes.est","uninformative",9,10
"3564",0.95,"G4",6.301,"bayes.est","uninformative",9,10
"3565",0.75,"G1",23.401,"bayes.est","uninformative",9,10
"3566",0.75,"G2",18.201,"bayes.est","uninformative",9,10
"3567",0.75,"G3",20.301,"bayes.est","uninformative",9,10
"3568",0.75,"G4",10.901,"bayes.est","uninformative",9,10
"3569",0.5,"G1",28.701,"bayes.est","uninformative",9,10
"3570",0.5,"G2",25.801,"bayes.est","uninformative",9,10
"3571",0.5,"G3",28.001,"bayes.est","uninformative",9,10
"3572",0.5,"G4",15.901,"bayes.est","uninformative",9,10
"3573",0.25,"G1",32.901,"bayes.est","uninformative",9,10
"3574",0.25,"G2",32.601,"bayes.est","uninformative",9,10
"3575",0.25,"G3",34.601,"bayes.est","uninformative",9,10
"3576",0.25,"G4",21.301,"bayes.est","uninformative",9,10
"3577",0.05,"G1",37.601,"bayes.est","uninformative",9,10
"3578",0.05,"G2",40.501,"bayes.est","uninformative",9,10
"3579",0.05,"G3",42.301,"bayes.est","uninformative",9,10
"3580",0.05,"G4",28.201,"bayes.est","uninformative",9,10
"3581",0.95,"G1",14.001,"bayes.est","uninformative",10,1
"3582",0.95,"G2",8.801,"bayes.est","uninformative",10,1
"3583",0.95,"G3",9.801,"bayes.est","uninformative",10,1
"3584",0.95,"G4",6.301,"bayes.est","uninformative",10,1
"3585",0.75,"G1",23.401,"bayes.est","uninformative",10,1
"3586",0.75,"G2",18.201,"bayes.est","uninformative",10,1
"3587",0.75,"G3",20.301,"bayes.est","uninformative",10,1
"3588",0.75,"G4",10.901,"bayes.est","uninformative",10,1
"3589",0.5,"G1",28.701,"bayes.est","uninformative",10,1
"3590",0.5,"G2",25.801,"bayes.est","uninformative",10,1
"3591",0.5,"G3",28.001,"bayes.est","uninformative",10,1
"3592",0.5,"G4",16.001,"bayes.est","uninformative",10,1
"3593",0.25,"G1",32.901,"bayes.est","uninformative",10,1
"3594",0.25,"G2",32.601,"bayes.est","uninformative",10,1
"3595",0.25,"G3",34.601,"bayes.est","uninformative",10,1
"3596",0.25,"G4",21.301,"bayes.est","uninformative",10,1
